Participant ID,Age,County,Marital Status,Education Level,Occupation,Monthly Income,Monthly Savings,Savings Group Member,Owns Business,Business Type,Main Business Challenge,Smartphone Access,Internet Access,Number of Dependents,Monthly Health Expenses,Health Insurance,Caregiving in hours/Week,Training Received
489593,54,Nyeri,Married,Certificate,beauty,33780,0,No,Yes,Agriculture,Poor infrastructure,Yes,Yes,3,2082,Yes,36,No
915131,41,Nakuru,Divorced,KCSE,Casual Labour,9159,1500,Yes,No,Agriculture,No Challenge,No,No,7,1877,No,40,No
173686,34,Kakamega,Married,KCPE,Casual Labour,13789,1100,Yes,Yes,Retail,High Taxes,No,No,4,1122,No,23,No
167661,36,Wajir,Married,Diploma,Small Business,18004,0,No,No,Agriculture,No Challenge,Yes,Yes,7,2294,No,45,No
668535,37,Nyeri,Single,KCSE,Casual Labour,21001,2600,Yes,Yes,Casual jobs,High Competition,Yes,Yes,2,1658,Yes,44,Yes
345121,39,Machakos,Married,Diploma,corperative worker,45704,1300,Yes,No,Agriculture,No Challenge,No,No,1,2055,Yes,45,No
467257,47,Kisii,Married,Diploma,Shop Attendant,19529,3300,Yes,No,Agriculture,No Challenge,No,No,4,1763,No,43,Yes
366765,50,Nakuru,Married,KCPE,Farmer,20630,1100,Yes,No,Agriculture,No Challenge,No,No,5,2210,No,46,Yes
246106,41,Machakos,Married,KCSE,Farmer,26755,1700,Yes,No,Agriculture,No Challenge,Yes,Yes,6,1917,No,32,No
358930,55,Kisii,Married,KCSE,Small Business,29150,3600,No,No,Agriculture,No Challenge,Yes,No,4,2218,No,40,No
760482,36,Kisumu,Widowed,KCSE,Vendor,18318,1300,Yes,Yes,Retail,Poor infrastructure,Yes,Yes,3,2024,Yes,56,Yes
904462,44,Nairobi,Married,KCSE,Small Business,43940,8600,Yes,Yes,cooperation,High Competition,No,No,4,1404,Yes,36,No
969270,54,Kisumu,Married,Diploma,Civil servant,64052,0,No,Yes,Retail,Poor infrastructure,Yes,Yes,4,1490,No,59,No
971149,36,Wajir,Married,Graduate,Civil servant,30880,3900,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1686,Yes,44,No
548874,33,Nakuru,Married,Diploma,Civil servant,51839,0,No,Yes,food Vendoring,High Taxes,Yes,Yes,0,1635,No,29,No
662926,57,Narok,Married,KCSE,Farmer,18336,1900,Yes,No,Agriculture,No Challenge,Yes,No,6,1562,No,51,No
953499,40,Mombasa,Married,Certificate,Shop Attendant,21624,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1730,Yes,34,No
218033,49,Kakamega,Single,KCSE,Small Business,31427,0,No,No,Agriculture,No Challenge,Yes,Yes,1,1801,No,48,No
730265,27,Kakamega,Married,KCSE,Vendor,17267,3100,No,No,Agriculture,No Challenge,Yes,Yes,4,2480,Yes,26,No
713157,50,Nairobi,Married,Diploma,Civil servant,66125,5400,No,No,Agriculture,No Challenge,Yes,Yes,1,1550,Yes,45,No
729474,40,Machakos,Married,KCPE,Unemployed,2444,0,No,No,Agriculture,No Challenge,No,No,3,1234,No,54,Yes
921106,30,Nakuru,Married,KCSE,Vendor,20601,1200,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1564,Yes,37,Yes
266926,47,Narok,Married,Diploma,Civil servant,55510,10300,Yes,No,Agriculture,No Challenge,No,No,3,2077,Yes,45,No
670559,38,Nairobi,Widowed,KCSE,Small Business,20477,3900,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1638,Yes,53,Yes
960120,42,Mombasa,Married,Graduate,corperative worker,41447,0,No,No,Agriculture,No Challenge,Yes,No,5,1440,No,21,No
531734,31,Wajir,Married,KCPE,Farmer,15823,1300,No,Yes,Agriculture,High Taxes,Yes,Yes,4,1644,No,45,No
473220,34,Wajir,Divorced,Diploma,Small Business,22043,4400,Yes,No,Agriculture,No Challenge,No,No,6,2083,No,47,No
765627,39,Narok,Married,KCSE,Small Business,36257,3300,Yes,Yes,Agriculture,No Capital,Yes,Yes,3,1305,Yes,45,No
321897,32,Narok,Divorced,KCSE,Vendor,16399,2600,Yes,Yes,Retail,Poor infrastructure,No,No,4,2044,No,53,No
101062,59,Narok,Married,KCSE,Unemployed,257,0,No,Yes,Agriculture,High Competition,Yes,Yes,6,1368,No,60,No
347736,25,Kisumu,Married,Certificate,beauty,23454,4400,No,Yes,beauty,No Capital,No,No,2,2754,No,26,No
674736,44,Kakamega,Married,KCSE,Small Business,32759,4800,Yes,No,Agriculture,No Challenge,Yes,No,4,1708,No,56,No
195462,33,Nyeri,Married,Certificate,Small Business,22043,3900,Yes,Yes,Retail,High Taxes,No,No,1,1763,No,41,Yes
499445,40,Nakuru,Married,Diploma,Small Business,27052,0,No,Yes,Retail,High Taxes,No,No,4,1884,Yes,57,No
550009,60,Nyeri,Married,Diploma,Shop Attendant,17710,3000,Yes,No,Agriculture,No Challenge,No,No,4,1379,No,48,No
870173,35,Kisumu,Married,KCPE,Farmer,19757,0,No,No,Agriculture,No Challenge,No,No,4,1585,Yes,43,Yes
672203,63,Machakos,Married,Certificate,Shop Attendant,13277,0,No,No,Agriculture,No Challenge,No,No,5,1866,No,54,Yes
366776,36,Wajir,Single,KCSE,Small Business,18040,3200,Yes,No,Agriculture,No Challenge,No,No,1,1262,No,23,No
728880,51,Kakamega,Married,KCSE,Unemployed,1613,0,No,No,Agriculture,No Challenge,No,No,2,1506,No,52,Yes
758956,46,Narok,Married,KCSE,Small Business,31135,3500,Yes,No,Agriculture,No Challenge,Yes,Yes,0,1772,No,51,Yes
471923,57,Mombasa,Married,KCSE,Farmer,16155,0,No,No,Agriculture,No Challenge,Yes,No,6,2010,No,35,No
499384,46,Mombasa,Married,Certificate,fashion,23455,0,No,Yes,fashion,No Challenge,No,No,4,1563,No,43,No
732387,45,Mombasa,Married,KCSE,Small Business,31035,2600,Yes,No,Agriculture,No Challenge,Yes,Yes,9,1939,No,60,Yes
631849,36,Nakuru,Married,Certificate,fashion,33321,0,No,No,Agriculture,No Challenge,Yes,No,6,1501,No,45,Yes
567010,44,Narok,Single,Diploma,Small Business,29316,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1697,Yes,60,Yes
749324,40,Wajir,Married,Certificate,fashion,38767,0,No,Yes,Casual jobs,High Competition,No,No,5,1188,Yes,31,No
486193,41,Nyeri,Divorced,Certificate,fashion,16148,0,No,No,Agriculture,No Challenge,Yes,Yes,6,2576,No,33,No
126734,52,Narok,Divorced,KCPE,Casual Labour,13801,1800,No,No,Agriculture,No Challenge,No,No,5,2140,No,38,No
126069,40,Narok,Married,Diploma,Civil servant,60591,0,No,No,Agriculture,No Challenge,No,No,1,1887,Yes,37,Yes
835265,62,Kisumu,Married,KCSE,Small Business,30563,3000,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1575,Yes,53,No
435623,47,Mombasa,Married,KCSE,Vendor,16947,1700,Yes,Yes,beauty,High Taxes,Yes,No,3,2058,No,52,No
570951,57,Nairobi,Married,KCSE,Vendor,13544,1400,No,No,Agriculture,No Challenge,No,No,5,1763,No,27,No
181264,29,Kakamega,Married,KCSE,Small Business,25453,0,No,Yes,Agriculture,Low Customers,Yes,No,4,1856,No,56,Yes
123275,38,Kisumu,Married,KCSE,Vendor,18021,2800,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1513,No,44,Yes
696562,43,Machakos,Married,KCSE,Small Business,23554,3200,Yes,Yes,fashion,Poor infrastructure,Yes,Yes,3,2093,No,52,No
574665,37,Machakos,Married,Diploma,Civil servant,38926,0,No,Yes,food Vendoring,High Competition,Yes,Yes,5,1683,No,23,No
462920,51,Kisii,Married,KCSE,Civil servant,42887,6500,Yes,No,Agriculture,No Challenge,No,No,6,1503,Yes,30,Yes
291076,59,Mombasa,Married,KCSE,Casual Labour,16550,0,No,No,Agriculture,No Challenge,Yes,Yes,2,2504,No,30,Yes
294053,42,Kisii,Married,KCSE,Casual Labour,21823,4200,Yes,No,Agriculture,No Challenge,No,No,5,2482,No,40,No
809913,40,Kisumu,Married,KCSE,Small Business,33224,0,No,No,Agriculture,No Challenge,Yes,Yes,3,2267,Yes,40,No
672735,63,Machakos,Married,Diploma,Shop Attendant,23100,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1309,No,33,No
699991,43,Nairobi,Married,KCSE,Small Business,24296,0,No,Yes,Agriculture,Poor infrastructure,Yes,Yes,7,2142,No,32,Yes
962522,44,Kakamega,Married,KCPE,Unemployed,1294,200,Yes,No,Agriculture,No Challenge,No,No,3,1284,No,53,No
903692,41,Nairobi,Married,KCSE,Small Business,24000,3500,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1323,No,52,No
212581,59,Machakos,Single,Certificate,Small Business,26178,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1403,No,36,No
365956,46,Kakamega,Married,KCSE,Vendor,21372,0,No,No,Agriculture,No Challenge,No,No,4,2034,No,27,No
521240,52,Mombasa,Married,KCPE,Casual Labour,21534,4000,Yes,No,Agriculture,No Challenge,No,No,6,1640,No,44,No
814016,54,Nyeri,Married,Certificate,fashion,32609,0,No,No,Agriculture,No Challenge,Yes,No,2,2314,Yes,36,Yes
216421,40,Kakamega,Married,Certificate,Shop Attendant,17363,0,No,No,Agriculture,No Challenge,Yes,Yes,9,2127,No,45,Yes
625893,43,Machakos,Married,Certificate,fashion,32972,0,No,No,Agriculture,No Challenge,Yes,No,2,2164,Yes,40,No
564374,56,Kisumu,Married,KCSE,Small Business,26360,0,No,No,Agriculture,No Challenge,Yes,No,9,2544,No,40,No
172303,41,Kisii,Married,Diploma,Civil servant,37565,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1897,No,35,No
258211,53,Kisii,Married,KCSE,Vendor,22043,0,No,No,Agriculture,No Challenge,Yes,No,4,2336,Yes,37,No
287210,61,Wajir,Married,KCSE,Small Business,29629,0,No,No,Agriculture,No Challenge,Yes,Yes,13,1506,No,23,Yes
886237,48,Machakos,Married,KCSE,Farmer,24773,4600,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2503,Yes,60,Yes
962557,51,Wajir,Single,KCSE,Casual Labour,13639,1900,Yes,No,Agriculture,No Challenge,No,No,4,2573,No,30,No
244990,54,Nairobi,Married,KCSE,Unemployed,1532,200,Yes,Yes,food Vendoring,Poor infrastructure,No,No,6,1647,No,31,Yes
258518,55,Nairobi,Married,KCPE,Casual Labour,22043,0,No,No,Agriculture,No Challenge,No,No,4,1586,Yes,44,No
224040,42,Machakos,Married,KCSE,Casual Labour,10764,1100,No,No,Agriculture,No Challenge,No,No,4,1549,Yes,57,No
623138,42,Mombasa,Married,Certificate,fashion,38767,3100,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1993,Yes,52,Yes
518034,49,Nakuru,Married,KCPE,Unemployed,6775,1300,Yes,Yes,Casual jobs,No Capital,No,No,7,1783,No,51,Yes
856254,43,Nairobi,Single,Diploma,Civil servant,41499,0,No,Yes,Retail,No Capital,Yes,Yes,4,1809,Yes,46,No
890756,52,Kisii,Married,KCSE,Casual Labour,11913,0,No,Yes,beauty,No Capital,No,No,3,1246,No,28,No
962755,41,Narok,Married,KCSE,Farmer,32095,0,No,No,Agriculture,No Challenge,Yes,Yes,1,2444,Yes,45,No
895543,48,Narok,Married,KCPE,Vendor,28321,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1417,No,30,No
640677,36,Wajir,Married,Certificate,Small Business,18221,1100,Yes,No,Agriculture,No Challenge,Yes,Yes,10,2086,Yes,20,No
746465,52,Kakamega,Married,KCSE,beauty,30885,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1553,No,42,No
403571,44,Mombasa,Divorced,Diploma,corperative worker,41118,4600,Yes,No,Agriculture,No Challenge,Yes,No,5,1739,Yes,21,No
784106,36,Wajir,Married,KCSE,Casual Labour,20762,3200,No,No,Agriculture,No Challenge,Yes,Yes,3,1084,Yes,47,No
222883,39,Narok,Single,KCSE,Casual Labour,10352,1700,No,No,Agriculture,No Challenge,Yes,Yes,3,2257,No,41,Yes
843246,52,Mombasa,Married,Certificate,Shop Attendant,25094,4200,Yes,Yes,beauty,No Challenge,Yes,No,3,2657,No,45,No
862501,44,Nakuru,Single,Certificate,Small Business,13137,2000,Yes,No,Agriculture,No Challenge,No,No,6,1351,No,41,No
487952,37,Kakamega,Single,Graduate,Civil servant,46810,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1438,No,48,No
212221,63,Wajir,Married,KCSE,Casual Labour,13502,1100,Yes,No,Agriculture,No Challenge,No,No,5,1268,No,24,No
899666,50,Narok,Widowed,Certificate,Shop Attendant,18878,0,No,No,Agriculture,No Challenge,No,No,4,1280,Yes,33,No
360669,62,Nairobi,Married,KCPE,Farmer,19180,1300,Yes,No,Agriculture,No Challenge,Yes,No,4,1837,No,25,No
859224,43,Nairobi,Married,KCSE,Farmer,22626,1800,Yes,Yes,Agriculture,High Taxes,Yes,Yes,4,1404,Yes,58,No
939873,44,Wajir,Married,KCSE,Small Business,15377,2800,Yes,Yes,fashion,Poor infrastructure,Yes,Yes,4,1470,No,54,No
625134,58,Nakuru,Married,Certificate,fashion,29237,3400,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1717,No,33,No
635242,45,Nakuru,Single,KCSE,Farmer,11279,0,No,No,Agriculture,No Challenge,No,No,5,1751,Yes,37,No
441383,50,Machakos,Married,KCPE,Vendor,15444,1700,Yes,No,Agriculture,No Challenge,Yes,No,0,1538,No,40,No
344761,38,Kakamega,Married,KCSE,Unemployed,3655,0,No,No,Agriculture,No Challenge,No,No,2,2763,No,53,Yes
932946,43,Kisii,Married,KCSE,Casual Labour,10300,1500,Yes,Yes,Casual jobs,High Competition,Yes,Yes,5,1336,No,52,No
974668,33,Nakuru,Single,KCSE,Small Business,47060,0,No,Yes,Casual jobs,High Competition,Yes,Yes,3,1437,Yes,33,No
984011,36,Kakamega,Widowed,KCPE,Casual Labour,18466,3000,Yes,No,Agriculture,No Challenge,No,No,9,1763,No,46,No
237541,23,Nakuru,Married,KCSE,Farmer,23594,1600,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1540,No,37,Yes
928533,29,Machakos,Married,Diploma,Civil servant,40521,6700,No,No,Agriculture,No Challenge,Yes,Yes,8,2292,Yes,59,No
164323,44,Nyeri,Married,KCSE,Casual Labour,9473,0,No,No,Agriculture,No Challenge,No,No,5,1420,No,22,No
716210,44,Nakuru,Married,KCSE,Farmer,31937,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2074,Yes,33,No
289139,49,Kakamega,Married,Graduate,Small Business,20546,2800,Yes,Yes,Agriculture,Low Customers,Yes,Yes,3,1354,Yes,26,No
280448,55,Machakos,Married,KCPE,Farmer,26346,4500,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1518,Yes,43,No
800947,46,Machakos,Married,Certificate,Shop Attendant,16618,2000,Yes,No,Agriculture,No Challenge,Yes,Yes,1,2116,No,20,Yes
335659,34,Kakamega,Married,KCSE,Farmer,18367,1100,No,Yes,cooperation,Low Customers,No,No,4,1298,No,49,No
489678,51,Kakamega,Married,Graduate,corperative worker,51433,0,No,No,Agriculture,No Challenge,Yes,No,5,2473,Yes,23,No
954016,47,Nairobi,Married,KCSE,Small Business,42795,7000,Yes,No,Agriculture,No Challenge,No,No,3,1573,No,47,Yes
964909,52,Machakos,Married,KCPE,Casual Labour,12732,0,No,Yes,Retail,Low Customers,No,No,4,1484,No,49,No
341983,64,Nairobi,Married,Diploma,Small Business,35057,0,No,Yes,Agriculture,High Taxes,Yes,No,5,2378,Yes,39,Yes
666821,46,Mombasa,Married,KCSE,Vendor,15267,1100,No,No,Agriculture,No Challenge,No,No,4,1960,No,52,No
888260,40,Wajir,Married,KCSE,Farmer,14106,2600,No,Yes,Agriculture,Low Customers,No,No,1,1210,No,41,No
101917,48,Wajir,Married,KCSE,Farmer,12287,0,No,Yes,Casual jobs,High Taxes,No,No,5,2496,No,40,No
382762,31,Machakos,Single,KCSE,corperative worker,46342,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1763,Yes,23,No
656542,58,Nairobi,Married,Certificate,fashion,31326,3100,No,Yes,cooperation,High Taxes,Yes,Yes,4,1838,Yes,27,No
886275,33,Nyeri,Married,KCPE,Unemployed,6644,1000,Yes,No,Agriculture,No Challenge,No,No,3,1566,Yes,36,No
467436,40,Nyeri,Married,KCSE,Vendor,16541,0,No,No,Agriculture,No Challenge,Yes,Yes,1,1400,No,20,Yes
609930,54,Mombasa,Married,KCSE,Farmer,14329,2800,Yes,Yes,Casual jobs,No Capital,No,No,3,1511,No,43,No
671650,47,Machakos,Single,KCSE,Small Business,26176,3500,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2391,No,36,Yes
382272,42,Nakuru,Married,KCSE,Vendor,12978,0,No,No,Agriculture,No Challenge,No,No,3,1454,No,48,No
485925,44,Mombasa,Single,Graduate,Civil servant,42269,4200,No,No,Agriculture,No Challenge,Yes,Yes,3,1386,No,26,Yes
866641,56,Nairobi,Married,Certificate,Small Business,31586,1600,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1579,No,41,No
814743,40,Nakuru,Divorced,Diploma,Small Business,37302,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1552,No,32,No
689833,57,Wajir,Married,KCSE,Vendor,20600,2100,Yes,No,Agriculture,No Challenge,Yes,No,4,2116,No,33,No
182180,44,Kisumu,Married,Certificate,Shop Attendant,27538,3400,Yes,Yes,beauty,No Capital,Yes,No,4,1640,No,30,No
712246,53,Wajir,Single,KCSE,Farmer,27252,4100,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1451,Yes,34,No
503081,56,Machakos,Married,KCSE,Vendor,17556,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1379,No,45,No
401953,36,Kakamega,Divorced,KCSE,Vendor,18216,2800,Yes,Yes,Agriculture,High Taxes,No,No,3,1770,No,45,Yes
478892,43,Wajir,Married,KCSE,Farmer,18979,0,No,No,Agriculture,No Challenge,Yes,No,4,2603,Yes,24,No
105287,35,Narok,Married,Graduate,Civil servant,57445,0,No,No,Agriculture,No Challenge,Yes,No,8,1674,No,37,Yes
357665,50,Wajir,Married,KCSE,Vendor,28782,2600,Yes,Yes,fashion,No Capital,No,No,6,1191,Yes,20,No
108512,45,Wajir,Married,Diploma,Shop Attendant,23867,2200,Yes,No,Agriculture,No Challenge,No,Yes,5,1523,Yes,21,No
756702,48,Wajir,Single,Certificate,Shop Attendant,20230,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1580,No,22,No
556292,36,Wajir,Married,KCSE,Vendor,13946,1300,Yes,No,Agriculture,No Challenge,Yes,Yes,6,1931,No,56,No
208872,37,Nakuru,Married,KCSE,Small Business,43424,3000,No,No,Agriculture,No Challenge,Yes,No,5,2369,No,58,Yes
872042,29,Nakuru,Married,KCSE,Vendor,24204,1900,Yes,No,Agriculture,No Challenge,No,Yes,1,2672,Yes,35,No
193070,40,Wajir,Married,KCSE,Vendor,23830,2800,Yes,No,Agriculture,No Challenge,No,No,5,1484,Yes,53,No
704055,46,Kisii,Married,KCSE,Shop Attendant,18538,0,No,Yes,Agriculture,No Capital,No,No,7,2337,Yes,36,No
722117,56,Kisii,Married,KCSE,corperative worker,45061,0,No,No,Agriculture,No Challenge,Yes,Yes,6,1308,No,40,No
529474,49,Nakuru,Married,KCSE,Small Business,19688,1200,Yes,No,Agriculture,No Challenge,No,No,8,1855,Yes,48,No
142078,43,Kisumu,Married,Diploma,Civil servant,61639,7800,Yes,No,Agriculture,No Challenge,Yes,No,2,1599,Yes,39,No
468432,62,Kakamega,Married,KCSE,Vendor,26308,0,No,Yes,Retail,High Competition,Yes,Yes,8,1349,No,50,No
707812,51,Mombasa,Married,KCSE,Small Business,22043,1300,Yes,No,Agriculture,No Challenge,No,No,2,1441,No,26,No
327645,60,Narok,Single,KCSE,Casual Labour,17241,2200,Yes,No,Agriculture,No Challenge,Yes,No,5,1518,No,36,No
636507,45,Narok,Married,KCSE,Farmer,22043,0,No,Yes,Agriculture,Poor infrastructure,Yes,Yes,4,2078,Yes,35,No
886667,38,Wajir,Married,KCPE,Vendor,17929,0,No,No,Agriculture,No Challenge,Yes,No,4,2832,No,44,No
405073,30,Kisumu,Married,KCSE,Farmer,17411,2300,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1178,Yes,53,No
227309,51,Kisii,Married,KCPE,Farmer,18574,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2223,No,42,No
429588,33,Kisii,Married,KCSE,Vendor,17031,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1789,No,60,No
763927,39,Kisumu,Married,KCSE,Small Business,25060,0,No,No,Agriculture,No Challenge,No,No,3,1340,Yes,59,No
988266,45,Kakamega,Married,KCPE,Unemployed,4833,300,Yes,No,Agriculture,No Challenge,No,No,3,1481,Yes,55,No
564008,46,Nakuru,Married,KCSE,Vendor,16928,1200,No,No,Agriculture,No Challenge,No,No,4,1687,No,43,No
820801,47,Nairobi,Married,KCSE,Small Business,36732,3000,Yes,Yes,Agriculture,High Competition,Yes,No,5,2090,No,30,No
446699,35,Machakos,Married,Diploma,Small Business,29739,0,No,Yes,Retail,No Capital,Yes,Yes,2,1490,No,21,Yes
435842,41,Machakos,Married,KCSE,Small Business,35557,3600,No,No,Agriculture,No Challenge,Yes,Yes,1,1960,Yes,47,Yes
486594,47,Kisii,Married,KCPE,Farmer,29012,0,No,No,Agriculture,No Challenge,Yes,No,7,1523,No,55,No
872608,63,Mombasa,Married,Certificate,beauty,17624,1600,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2274,Yes,51,No
760775,51,Machakos,Single,KCPE,Unemployed,2388,0,No,Yes,Casual jobs,High Taxes,No,No,4,1556,No,25,No
791519,60,Kisii,Married,Certificate,fashion,14830,0,No,No,Agriculture,No Challenge,Yes,No,5,2270,No,41,Yes
143925,52,Wajir,Married,KCSE,Vendor,18069,1200,Yes,No,Agriculture,No Challenge,No,No,3,1573,No,35,No
237023,47,Nyeri,Widowed,KCSE,Casual Labour,12469,0,No,No,Agriculture,No Challenge,No,No,4,1836,No,31,No
187388,36,Nyeri,Married,KCSE,Vendor,19861,1300,No,No,Agriculture,No Challenge,Yes,Yes,3,2207,No,32,No
632295,49,Nairobi,Married,KCSE,Casual Labour,18451,2600,No,No,Agriculture,No Challenge,Yes,Yes,6,1310,Yes,21,No
357802,48,Wajir,Married,Diploma,Civil servant,45961,8200,No,No,Agriculture,No Challenge,Yes,Yes,4,1409,Yes,34,No
535048,47,Nyeri,Married,KCSE,Farmer,17835,3400,Yes,Yes,Casual jobs,No Capital,Yes,Yes,5,2639,No,21,No
158596,44,Kakamega,Single,Graduate,Civil servant,36717,3800,Yes,No,Agriculture,No Challenge,Yes,Yes,1,1425,Yes,41,No
451005,44,Nairobi,Married,KCSE,Casual Labour,8838,0,No,No,Agriculture,No Challenge,Yes,No,2,2444,No,40,No
879554,40,Kisii,Married,Diploma,Shop Attendant,21658,2300,No,No,Agriculture,No Challenge,No,No,6,1792,Yes,49,Yes
973172,45,Kisumu,Married,KCSE,Vendor,12210,2200,Yes,No,Agriculture,No Challenge,No,No,8,1329,No,41,No
639812,36,Kisumu,Widowed,KCSE,Farmer,29084,0,No,No,Agriculture,No Challenge,No,No,4,1747,Yes,32,Yes
622244,54,Kisii,Married,KCSE,Farmer,21607,2500,No,No,Agriculture,No Challenge,Yes,Yes,3,1851,Yes,28,No
512498,36,Mombasa,Single,KCPE,Vendor,22043,0,No,Yes,Agriculture,High Taxes,No,No,3,1393,Yes,56,No
779290,31,Kisii,Married,Diploma,Civil servant,31141,4000,Yes,Yes,Agriculture,Low Customers,Yes,No,4,2159,No,44,No
599097,43,Nakuru,Single,KCSE,Casual Labour,14223,1800,Yes,Yes,cooperation,No Challenge,No,No,5,1341,No,60,No
749789,49,Kisumu,Married,Certificate,Shop Attendant,24646,3200,Yes,No,Agriculture,No Challenge,No,No,4,1321,Yes,39,No
907043,43,Nyeri,Married,KCSE,Small Business,27308,2900,No,No,Agriculture,No Challenge,No,Yes,3,1868,No,34,No
248056,39,Narok,Married,Certificate,fashion,15972,0,No,Yes,Retail,Poor infrastructure,Yes,Yes,5,2293,Yes,43,No
114060,46,Nairobi,Widowed,KCSE,Casual Labour,18357,2400,No,No,Agriculture,No Challenge,Yes,No,3,1924,No,60,No
838345,41,Mombasa,Married,Certificate,beauty,20416,2300,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1215,No,44,No
577272,60,Machakos,Married,KCSE,Vendor,17791,1300,Yes,Yes,Agriculture,High Competition,Yes,No,8,1700,No,20,No
618545,60,Wajir,Married,Graduate,Civil servant,47441,8400,Yes,Yes,Retail,High Taxes,Yes,Yes,1,2086,Yes,57,Yes
929735,44,Mombasa,Married,Graduate,Small Business,47762,1300,No,No,Agriculture,No Challenge,Yes,Yes,3,1763,Yes,25,No
290279,40,Machakos,Single,Diploma,corperative worker,38708,0,No,Yes,fashion,Low Customers,Yes,Yes,2,2045,No,29,No
830406,44,Mombasa,Married,KCSE,Farmer,14525,800,No,No,Agriculture,No Challenge,No,No,1,1651,No,55,No
784647,44,Narok,Single,KCSE,Vendor,22043,2900,Yes,Yes,Casual jobs,No Capital,No,No,3,2680,Yes,28,No
139711,44,Mombasa,Married,KCPE,Small Business,19605,0,No,No,Agriculture,No Challenge,Yes,Yes,1,1755,Yes,50,No
243026,40,Nyeri,Divorced,Graduate,Small Business,31718,0,No,No,Agriculture,No Challenge,Yes,No,2,2328,Yes,40,No
435484,59,Kisii,Married,Graduate,Civil servant,42686,4100,Yes,No,Agriculture,No Challenge,Yes,No,2,1602,No,21,No
565317,26,Nakuru,Married,KCPE,Farmer,31810,0,No,No,Agriculture,No Challenge,Yes,Yes,4,2116,Yes,45,No
318134,46,Nairobi,Married,KCSE,Unemployed,7511,0,No,No,Agriculture,No Challenge,Yes,No,5,1578,No,58,No
202974,51,Kisumu,Single,Diploma,Small Business,35239,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1535,Yes,39,No
249646,44,Machakos,Married,KCPE,Farmer,25654,4000,No,Yes,Casual jobs,High Taxes,Yes,No,3,1418,Yes,21,No
502400,31,Nairobi,Married,KCSE,Farmer,24718,0,No,No,Agriculture,No Challenge,No,No,4,1961,No,45,No
250168,44,Mombasa,Single,KCSE,Civil servant,40228,3800,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1749,No,38,Yes
692016,45,Kisii,Single,Diploma,Civil servant,36629,5700,Yes,No,Agriculture,No Challenge,Yes,No,6,1615,Yes,25,No
789376,47,Nairobi,Single,Diploma,Civil servant,47609,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1235,Yes,48,No
635534,37,Kisii,Married,KCSE,Small Business,43399,0,No,No,Agriculture,No Challenge,Yes,Yes,7,1988,Yes,41,No
538774,44,Machakos,Married,KCSE,Casual Labour,20091,3200,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2028,Yes,33,No
611937,43,Nyeri,Married,KCSE,Farmer,14000,1600,Yes,No,Agriculture,No Challenge,No,No,5,1571,No,33,Yes
511597,31,Nyeri,Married,KCSE,Vendor,13019,1300,Yes,No,Agriculture,No Challenge,Yes,No,5,1763,No,60,No
192263,32,Kisii,Married,KCSE,Vendor,24495,3600,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2400,No,58,No
635590,55,Kisii,Married,Diploma,corperative worker,49134,3800,Yes,No,Agriculture,No Challenge,Yes,No,6,1601,No,55,Yes
953938,38,Nakuru,Divorced,Diploma,corperative worker,41549,5000,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2083,Yes,55,No
665445,36,Wajir,Married,KCSE,Vendor,19744,2600,No,No,Agriculture,No Challenge,Yes,Yes,3,2319,No,33,Yes
